Micro_Expression_Rate,Eye_Movement_Variability,Heart_Rate_Variability,Breathing_Rate,Reaction_Time_ms,Error_Rate_Per_Task,Sleep_Hours_Last_Night,Caffeine_Intake_mg,Experience_Level,Time_Of_Day,Task_Type,Subconscious_Stability_Score
13.7,24.6,52.8,10.1,264.0,2.1,9.1,79.6,Intermediate,Afternoon,Cognitive,83.1
8.8,20.9,56.1,16.7,204.1,3.1,7.7,113.4,Intermediate,Morning,Creative,99.6
20.6,33.7,56.2,18.4,358.8,3.2,8.7,,Intermediate,Morning,Creative,77.1
20.5,36.7,54.9,14.6,339.9,2.2,3.8,145.8,Intermediate,Afternoon,Analytical,75.1
12.3,42.7,49.0,15.6,319.3,-1.0,9.2,158.5,Intermediate,Morning,Cognitive,79.7
18.7,21.2,62.9,12.5,285.1,4.5,5.7,41.9,Intermediate,Morning,Cognitive,91.0
13.7,34.6,55.4,13.0,311.9,4.1,6.1,18.3,Expert,Afternoon,Creative,86.6
,35.0,50.5,15.0,318.6,7.8,9.9,180.9,Beginner,Evening,Cognitive,61.2
,26.5,64.9,17.9,293.9,7.7,7.3,111.1,Beginner,Afternoon,Creative,75.0
22.9,24.5,68.5,16.3,295.8,5.4,5.9,158.4,Beginner,Morning,Analytical,79.6
18.1,23.5,57.5,19.1,385.5,5.1,6.1,126.6,Intermediate,Evening,Creative,66.5
22.2,26.8,77.8,21.0,257.5,2.3,4.9,114.7,Beginner,Afternoon,Analytical,82.7
13.1,31.2,82.2,18.7,369.6,4.4,7.0,182.1,Intermediate,Afternoon,Creative,75.4
,38.2,65.0,11.2,239.2,3.8,6.5,170.4,Intermediate,Evening,Analytical,94.1
11.1,36.6,55.3,15.1,400.4,4.3,8.0,143.1,Beginner,Afternoon,Analytical,77.6
18.4,20.3,62.7,18.6,200.5,2.5,9.6,147.2,Intermediate,Morning,Cognitive,91.6
18.6,25.3,47.8,15.6,343.3,4.8,5.1,94.0,Beginner,Afternoon,Creative,68.2
24.6,37.8,,11.1,287.1,1.3,7.9,153.3,Beginner,Afternoon,Cognitive,66.4
16.9,25.6,43.2,14.3,311.6,10.1,4.7,213.2,Expert,Afternoon,Cognitive,73.1
17.9,29.7,53.7,9.2,313.2,6.9,7.7,181.4,Beginner,Afternoon,Creative,71.1
13.1,19.8,47.7,15.2,350.3,6.7,5.2,7.7,Beginner,Evening,Cognitive,65.8
17.2,36.9,66.2,13.9,221.9,1.4,5.0,147.1,Intermediate,Evening,Cognitive,82.7
13.5,18.5,52.5,14.9,318.5,0.8,10.8,152.0,Intermediate,Evening,Cognitive,65.3
15.5,20.1,62.8,19.5,329.3,4.5,10.2,188.0,Beginner,Evening,Creative,79.4
15.7,36.3,67.5,12.0,286.9,3.4,,194.3,Intermediate,Evening,Cognitive,80.8
13.6,41.5,71.7,13.8,314.4,7.7,9.9,149.7,Beginner,Morning,Cognitive,78.3
15.3,28.3,56.5,12.6,286.8,5.3,6.9,45.7,Beginner,Morning,Cognitive,81.6
13.5,29.7,63.1,19.2,347.7,3.9,4.9,113.2,Intermediate,Afternoon,Creative,79.5
,35.4,63.4,19.4,338.2,7.0,8.0,72.4,Intermediate,Evening,Analytical,81.6
19.3,31.7,72.7,17.1,330.8,4.4,8.4,50.0,Intermediate,Afternoon,Analytical,78.5
15.7,27.8,67.8,16.9,353.1,4.5,,203.8,Intermediate,Afternoon,Analytical,77.8
16.4,27.1,73.0,12.4,382.4,6.1,4.5,,Expert,Morning,Analytical,85.2
9.2,20.6,43.4,16.6,474.4,2.6,5.3,470.6,Intermediate,Morning,Cognitive,65.1
16.7,31.4,,12.6,431.1,6.0,8.4,96.9,Beginner,Afternoon,Creative,67.9
17.1,29.4,70.3,16.1,339.7,5.1,5.3,77.1,Intermediate,Morning,Cognitive,75.1
13.4,27.4,65.8,15.0,294.9,2.2,8.5,156.1,Beginner,Afternoon,Creative,85.5
23.3,24.0,58.7,14.2,435.0,7.9,6.5,115.3,Intermediate,Morning,Cognitive,67.4
5.8,24.6,55.3,16.1,299.2,3.1,4.5,136.7,Beginner,Morning,Analytical,73.8
18.1,33.7,67.9,18.0,259.4,0.7,5.0,,Beginner,Afternoon,Analytical,81.9
17.9,35.3,40.2,21.3,294.5,2.4,7.7,87.6,Expert,Afternoon,Creative,82.8
17.2,28.0,67.9,17.7,292.1,1.9,7.8,90.6,Expert,Afternoon,Cognitive,84.8
15.7,27.4,60.9,22.8,374.2,4.4,,57.5,Intermediate,Morning,Analytical,77.8
17.2,24.9,55.1,16.6,314.4,7.2,7.0,178.0,Intermediate,Evening,Creative,72.7
18.5,35.6,65.0,21.4,325.0,4.5,,132.3,Beginner,Afternoon,Cognitive,79.1
12.1,30.2,56.1,17.3,323.2,7.2,9.7,,Beginner,Afternoon,Creative,78.4
16.2,32.2,60.3,16.7,378.3,6.1,5.7,160.0,Beginner,Afternoon,Cognitive,68.2
14.3,32.2,,15.5,303.9,-1.3,6.6,141.4,Intermediate,Morning,Cognitive,84.5
10.6,28.2,67.4,16.9,309.7,5.8,7.7,255.8,Intermediate,Evening,Cognitive,71.1
17.9,23.0,61.6,17.3,285.6,2.8,,145.6,Intermediate,Afternoon,Creative,78.5
12.7,24.0,40.9,11.7,299.0,5.0,7.7,,Beginner,Afternoon,Creative,76.3
,36.8,46.1,18.1,346.3,3.9,7.0,90.4,Expert,Morning,Cognitive,71.7
12.8,25.6,49.2,11.5,356.4,9.6,8.7,64.1,Intermediate,Evening,Analytical,77.4
11.8,27.5,64.6,18.1,405.0,4.9,6.4,148.1,Intermediate,Evening,Cognitive,67.7
19.1,23.2,65.6,17.8,314.8,5.2,,95.2,Intermediate,Morning,Creative,74.7
15.6,22.7,76.7,20.3,306.8,6.2,9.9,150.1,Intermediate,Morning,Cognitive,89.8
20.5,25.4,49.9,13.4,339.9,1.0,8.3,79.0,Beginner,Evening,Creative,64.1
12.3,40.1,73.1,13.0,296.6,6.2,,131.6,Beginner,Afternoon,Cognitive,87.4
18.5,33.9,40.6,19.3,288.0,3.6,8.3,88.4,Intermediate,Evening,Cognitive,62.6
26.4,26.8,60.2,12.8,336.2,2.6,6.0,99.6,Beginner,Afternoon,Analytical,71.9
,36.5,62.5,12.5,300.4,5.6,5.6,133.5,Beginner,Afternoon,Analytical,85.2
18.4,29.1,62.4,16.6,305.5,1.0,5.6,147.1,Beginner,Afternoon,Creative,78.3
17.8,38.1,,15.9,350.3,5.9,,205.7,Beginner,Morning,Cognitive,66.7
9.3,43.3,61.2,16.5,335.5,3.7,,187.9,Expert,Afternoon,Creative,79.5
17.3,36.2,47.6,17.6,420.0,3.8,7.0,176.6,Intermediate,Evening,Cognitive,66.4
16.2,30.6,68.7,17.6,366.1,-0.5,8.4,145.9,Intermediate,Morning,Cognitive,79.3
14.0,34.2,62.5,15.8,281.6,5.8,8.2,90.7,Beginner,Afternoon,Cognitive,75.1
,30.1,63.6,16.1,300.0,4.5,9.4,157.3,Intermediate,Afternoon,Analytical,80.3
17.8,19.0,57.2,15.8,251.4,3.1,8.2,191.6,Intermediate,Afternoon,Creative,79.4
11.1,26.1,56.7,16.1,271.4,2.1,,191.7,Beginner,Evening,Cognitive,78.7
23.5,24.3,65.2,11.8,383.1,5.6,5.1,121.0,Intermediate,Evening,Cognitive,71.6
15.5,25.9,75.9,18.3,306.1,4.7,,99.4,Beginner,Morning,Creative,77.0
10.1,40.8,46.1,19.1,250.7,4.0,8.6,167.5,Intermediate,Evening,Creative,81.2
12.9,36.7,45.6,17.9,222.6,2.0,7.6,-26.1,Intermediate,Evening,Cognitive,73.2
13.9,32.6,62.7,17.7,246.4,4.6,7.3,215.8,Beginner,Evening,Analytical,74.6
,34.9,56.7,13.0,279.9,4.5,4.3,193.7,Beginner,Afternoon,Analytical,75.7
11.5,18.6,,11.8,320.2,6.6,7.6,103.2,Intermediate,Evening,Cognitive,74.1
,34.4,59.8,18.5,300.2,1.6,6.2,100.1,Intermediate,Morning,Analytical,77.8
12.8,35.6,66.2,16.1,354.9,2.6,4.5,244.6,Expert,Morning,Creative,84.7
17.0,16.6,57.1,16.5,273.2,7.9,6.3,57.9,Intermediate,Evening,Analytical,76.6
12.9,34.6,47.9,16.6,381.3,4.4,7.4,104.3,Beginner,Morning,Creative,77.6
10.4,21.5,,16.8,313.2,4.5,,225.1,Beginner,Morning,Creative,69.8
14.2,18.2,58.4,17.9,342.9,5.9,,55.6,Intermediate,Evening,Creative,69.3
13.8,38.0,47.5,15.7,294.0,7.6,5.0,129.7,Beginner,Evening,Creative,65.3
12.6,24.0,59.6,10.3,370.8,1.7,6.5,105.7,Intermediate,Morning,Analytical,79.7
12.8,25.7,60.6,18.1,253.6,8.4,7.9,243.6,Expert,Evening,Creative,88.1
19.7,35.9,56.4,17.7,258.3,3.9,5.8,87.4,Intermediate,Afternoon,Cognitive,83.8
,28.2,62.1,12.1,271.5,4.5,,38.6,Beginner,Afternoon,Creative,83.2
10.5,28.9,43.9,12.5,378.8,4.1,7.3,134.5,Intermediate,Evening,Cognitive,71.1
13.2,28.8,50.5,18.6,308.1,7.0,5.8,87.4,Intermediate,Afternoon,Creative,76.7
15.2,32.1,48.6,19.4,272.6,5.9,4.0,155.8,Intermediate,Morning,Creative,70.0
9.7,28.6,68.8,8.0,310.2,3.7,7.5,146.0,Expert,Morning,Analytical,91.0
21.5,30.7,83.1,17.3,328.6,1.7,4.4,49.8,Beginner,Afternoon,Creative,75.3
18.5,27.0,,15.3,266.1,3.5,7.5,230.4,Expert,Afternoon,Creative,79.4
20.7,32.1,57.6,16.2,328.0,1.3,6.7,83.4,Expert,Evening,Analytical,75.0
16.6,31.9,53.1,16.4,313.2,5.8,6.7,89.8,Beginner,Evening,Analytical,74.0
6.6,41.4,62.2,13.7,294.7,2.6,5.3,154.7,Beginner,Afternoon,Cognitive,84.3
21.1,27.7,53.9,18.0,256.7,3.8,6.5,218.0,Beginner,Evening,Analytical,73.7
11.5,28.9,62.8,13.9,364.4,6.3,5.7,42.8,Beginner,Morning,Cognitive,84.5
11.9,31.4,66.7,18.2,296.6,5.6,11.3,92.3,Beginner,Morning,Creative,85.3
15.6,35.8,47.8,18.9,173.3,4.8,5.8,,Intermediate,Evening,Cognitive,75.0
20.5,23.5,62.7,13.4,337.8,2.4,8.6,85.6,Beginner,Morning,Analytical,80.0
19.2,30.6,42.1,13.5,339.0,5.0,6.2,,Beginner,Morning,Creative,77.5
18.6,15.0,57.4,16.3,366.6,2.4,7.4,95.2,Expert,Afternoon,Cognitive,78.2
13.8,28.4,56.8,20.5,340.7,5.0,7.0,149.7,Beginner,Afternoon,Cognitive,78.8
13.7,36.4,,14.2,326.9,1.4,6.8,45.1,Expert,Evening,Cognitive,88.5
16.4,25.6,56.9,14.8,295.7,6.4,6.7,139.0,Beginner,Morning,Creative,74.9
14.5,31.1,55.1,17.0,295.8,4.4,7.4,149.1,Beginner,Morning,Cognitive,74.3
18.6,26.8,,18.0,353.8,4.0,9.1,160.9,Intermediate,Morning,Cognitive,76.3
18.3,24.8,62.4,17.6,312.2,4.8,,88.5,Intermediate,Afternoon,Analytical,88.2
17.4,35.8,62.7,16.1,248.1,3.8,4.3,206.9,Expert,Afternoon,Cognitive,80.2
4.9,23.7,61.2,15.1,302.8,4.1,5.8,-6.0,Intermediate,Afternoon,Creative,86.2
15.5,31.8,,17.0,317.3,6.6,7.2,80.2,Expert,Evening,Analytical,74.6
14.6,31.9,70.8,6.4,220.5,6.1,6.6,266.6,Beginner,Evening,Creative,69.6
15.7,24.9,75.3,21.6,357.3,5.4,,121.7,Beginner,Morning,Analytical,86.4
12.0,30.9,47.1,15.4,320.0,4.5,9.1,187.5,Intermediate,Afternoon,Analytical,82.0
9.7,24.4,61.6,16.5,251.9,3.4,6.3,,Expert,Afternoon,Cognitive,88.5
16.9,33.1,55.3,22.3,305.1,6.1,9.3,224.3,Expert,Evening,Creative,80.6
13.6,22.1,69.3,13.8,314.9,2.2,7.6,108.5,Intermediate,Evening,Cognitive,78.1
17.3,28.0,59.9,23.0,367.3,7.6,5.9,133.4,Beginner,Morning,Analytical,70.9
12.3,28.5,60.5,18.2,365.9,5.4,6.8,172.5,Intermediate,Afternoon,Cognitive,70.6
20.7,36.7,64.9,17.3,373.9,6.4,6.7,212.0,Beginner,Afternoon,Analytical,65.5
19.0,30.8,57.0,17.9,338.8,4.9,5.9,9.3,Expert,Morning,Analytical,92.5
,35.7,76.8,13.5,287.3,3.8,6.0,,Expert,Morning,Creative,89.6
14.1,33.3,65.1,11.1,274.6,5.9,7.7,68.8,Intermediate,Afternoon,Creative,80.4
18.4,33.3,69.3,12.5,285.0,1.2,,116.7,Intermediate,Afternoon,Creative,79.6
16.6,28.0,,19.3,672.0,2.8,6.6,173.9,Intermediate,Morning,Creative,58.6
16.0,36.1,58.8,13.2,318.7,3.6,6.7,-14.5,Beginner,Afternoon,Cognitive,74.3
19.2,27.9,,11.0,371.4,1.2,6.7,183.5,Expert,Morning,Creative,83.7
20.7,19.6,67.1,15.8,307.3,5.3,8.4,,Intermediate,Afternoon,Creative,83.4
10.0,28.7,47.5,17.7,218.8,6.5,5.8,115.8,Expert,Morning,Creative,90.6
10.8,32.7,61.3,16.1,260.4,0.6,7.3,,Beginner,Morning,Analytical,88.1
11.9,20.4,64.7,17.8,271.2,3.2,4.7,72.3,Expert,Afternoon,Analytical,94.9
9.0,24.7,58.7,19.5,271.2,3.7,6.2,,Beginner,Morning,Creative,75.8
14.7,22.6,63.8,17.7,179.7,4.6,5.0,98.1,Beginner,Afternoon,Analytical,81.0
17.4,34.7,59.1,15.5,398.5,5.7,9.4,,Expert,Morning,Analytical,84.9
14.9,40.0,37.5,14.4,210.9,3.4,7.2,32.7,Beginner,Afternoon,Cognitive,77.1
12.9,28.7,46.9,18.3,291.3,5.9,6.4,64.5,Beginner,Morning,Analytical,69.1
19.5,33.2,69.7,16.8,352.9,4.2,4.4,145.4,Expert,Afternoon,Cognitive,81.1
,33.0,57.6,13.4,349.5,2.8,5.0,0.1,Expert,Evening,Analytical,72.6
16.4,39.3,61.9,19.9,246.5,4.5,8.3,220.7,Intermediate,Morning,Creative,85.1
19.6,26.1,60.0,16.8,380.3,1.5,7.5,110.9,Intermediate,Afternoon,Analytical,80.0
14.5,28.7,51.7,18.0,373.1,3.5,4.8,67.9,Intermediate,Morning,Analytical,74.2
23.2,28.0,55.3,14.8,310.9,3.6,4.8,155.7,Beginner,Afternoon,Cognitive,69.7
13.2,30.5,63.3,19.4,321.4,2.8,9.8,94.9,Beginner,Morning,Creative,78.1
23.0,45.0,64.3,11.2,274.3,9.1,9.0,173.4,Intermediate,Afternoon,Cognitive,79.9
11.1,30.2,81.9,21.0,332.6,6.6,7.4,56.2,Intermediate,Afternoon,Creative,85.6
17.1,24.9,55.2,10.2,331.3,4.4,7.2,60.6,Intermediate,Evening,Creative,81.8
12.4,23.1,76.7,11.9,295.7,4.9,6.7,155.7,Intermediate,Afternoon,Cognitive,86.3
19.5,37.5,51.4,16.8,352.3,5.0,5.1,191.9,Beginner,Afternoon,Analytical,69.1
13.1,24.8,64.9,14.4,336.6,5.2,8.3,131.7,Intermediate,Afternoon,Creative,79.0
16.2,34.0,61.8,15.0,480.7,7.1,,133.8,Beginner,Evening,Analytical,61.7
12.4,25.9,58.7,14.4,274.9,5.9,8.1,70.0,Intermediate,Evening,Cognitive,84.0
18.7,22.4,59.9,13.7,386.6,0.0,6.4,89.1,Intermediate,Morning,Cognitive,76.0
12.4,33.6,53.8,17.0,428.8,5.7,,,Expert,Evening,Cognitive,77.4
21.7,26.2,69.0,15.9,346.4,2.3,6.3,197.7,Beginner,Afternoon,Cognitive,71.9
11.0,32.6,51.6,18.7,190.0,2.9,7.1,203.4,Beginner,Evening,Creative,77.0
9.6,33.0,63.2,16.2,294.4,6.0,8.2,151.2,Beginner,Evening,Cognitive,73.7
18.8,33.3,67.6,14.7,343.6,0.3,6.2,240.7,Intermediate,Morning,Analytical,80.6
12.6,28.4,73.8,18.3,332.0,7.4,10.0,,Intermediate,Afternoon,Analytical,81.0
15.0,34.1,69.7,10.5,219.7,5.6,6.1,191.0,Beginner,Morning,Creative,85.2
13.7,24.5,65.7,8.3,299.4,4.7,7.2,106.9,Beginner,Morning,Cognitive,77.9
9.7,15.3,53.6,11.2,393.8,5.7,9.1,110.6,Intermediate,Morning,Creative,72.5
14.7,34.2,52.1,15.0,371.4,6.3,9.2,,Beginner,Afternoon,Creative,65.3
20.1,31.0,48.6,17.2,368.0,4.4,7.7,63.8,Expert,Morning,Creative,77.1
19.0,26.3,47.7,8.0,437.6,5.5,7.4,,Intermediate,Morning,Cognitive,74.1
15.9,21.2,60.0,16.0,232.8,2.0,7.1,139.7,Beginner,Afternoon,Analytical,84.3
19.4,17.8,52.7,14.9,300.3,5.6,9.0,84.1,Beginner,Morning,Analytical,76.0
10.8,30.3,72.0,16.4,321.6,5.2,8.4,153.4,Expert,Morning,Creative,81.4
13.7,39.9,54.2,10.3,283.4,6.9,8.6,75.6,Beginner,Morning,Creative,74.6
16.6,29.2,60.9,23.8,326.2,4.3,9.5,,Beginner,Afternoon,Analytical,75.9
14.5,27.8,57.4,16.1,385.0,4.6,7.7,120.8,Expert,Afternoon,Analytical,73.6
14.0,29.9,46.0,12.3,325.5,2.2,6.4,-2.5,Expert,Morning,Cognitive,78.7
10.2,43.1,70.9,16.4,209.8,4.0,,184.8,Expert,Evening,Creative,91.9
6.7,34.5,67.0,20.5,353.8,5.2,7.1,162.4,Intermediate,Afternoon,Cognitive,86.0
18.3,24.4,68.1,12.1,319.3,5.4,6.7,169.0,Beginner,Morning,Analytical,80.7
16.0,30.2,65.9,11.5,211.0,7.4,6.4,164.6,Beginner,Morning,Analytical,87.7
18.6,32.0,52.4,15.6,289.2,4.9,7.8,113.1,Intermediate,Afternoon,Analytical,82.9
13.3,23.7,52.6,15.9,233.2,3.8,8.0,,Intermediate,Afternoon,Analytical,80.8
12.1,34.6,64.5,18.1,305.6,5.1,6.0,,Intermediate,Morning,Cognitive,80.1
15.0,25.1,75.4,20.4,294.8,2.9,7.5,32.9,Expert,Morning,Analytical,97.4
18.4,20.9,63.9,18.3,243.7,6.7,9.4,132.1,Beginner,Evening,Creative,72.1
14.1,30.5,69.8,11.8,332.6,2.6,5.9,97.4,Intermediate,Morning,Analytical,85.2
18.2,29.5,54.7,12.8,265.9,3.2,9.1,230.8,Beginner,Afternoon,Creative,79.1
11.0,30.0,71.0,13.6,386.2,1.8,5.7,,Intermediate,Evening,Analytical,71.8
14.4,25.4,55.8,18.3,328.4,4.2,7.5,112.5,Beginner,Afternoon,Cognitive,60.5
14.7,26.2,62.4,17.8,307.0,5.3,4.3,46.8,Beginner,Morning,Creative,86.7
19.9,36.8,56.3,19.8,382.7,7.3,8.0,96.5,Beginner,Afternoon,Cognitive,67.4
15.8,32.6,,17.7,333.0,3.9,6.7,-6.9,Intermediate,Morning,Analytical,85.8
22.0,24.3,69.0,14.1,337.3,3.6,,231.5,Intermediate,Afternoon,Cognitive,67.6
9.6,18.3,45.2,15.4,316.7,-1.3,6.3,,Intermediate,Afternoon,Analytical,69.5
15.5,24.5,73.3,11.6,304.3,4.4,9.6,98.0,Expert,Evening,Cognitive,85.1
15.7,30.9,83.8,17.9,340.2,4.1,7.9,150.2,Beginner,Evening,Cognitive,79.1
,26.2,56.4,14.1,396.2,4.0,7.2,62.4,Beginner,Evening,Creative,59.7
11.7,25.7,58.7,19.7,149.0,7.0,,,Expert,Evening,Analytical,85.2
21.7,26.5,72.4,17.8,413.4,5.1,8.5,53.5,Beginner,Afternoon,Cognitive,67.8
15.1,29.6,60.7,21.8,269.6,3.2,9.3,28.2,Expert,Afternoon,Analytical,90.7
10.7,34.7,60.0,17.3,329.6,2.2,6.6,165.9,Beginner,Afternoon,Creative,68.7
14.9,30.0,79.0,17.2,234.1,1.7,7.9,113.7,Expert,Afternoon,Cognitive,100.0
13.7,30.4,46.5,15.5,394.6,3.1,7.7,16.3,Beginner,Evening,Analytical,63.7
26.1,28.7,52.1,14.8,250.9,4.7,7.2,70.3,Expert,Morning,Cognitive,84.6
19.2,27.0,,15.2,376.1,-0.2,6.7,198.3,Intermediate,Evening,Cognitive,78.1
15.2,35.4,43.8,19.0,307.9,3.7,9.4,76.6,Expert,Evening,Cognitive,86.3
,34.5,56.3,12.0,311.9,5.6,7.4,157.3,Beginner,Evening,Cognitive,63.8
18.8,42.3,56.2,16.2,257.0,1.9,,75.8,Intermediate,Evening,Creative,64.3
19.0,33.7,,11.0,381.0,3.6,,134.6,Expert,Morning,Creative,76.2
3.4,27.0,66.9,17.1,312.6,2.0,8.4,151.5,Intermediate,Morning,Analytical,85.3
17.6,24.6,43.2,14.6,355.9,-1.4,6.4,80.3,Intermediate,Morning,Analytical,67.4
15.1,35.7,53.1,17.5,216.7,2.4,6.8,112.0,Intermediate,Morning,Cognitive,87.7
9.8,25.1,53.1,13.8,275.4,1.9,7.6,138.5,Intermediate,Afternoon,Cognitive,84.5
,34.9,57.8,15.2,332.5,5.6,,85.9,Intermediate,Evening,Cognitive,65.5
24.0,25.4,49.0,17.9,241.1,5.0,9.0,107.4,Intermediate,Evening,Creative,68.5
17.2,32.1,64.5,16.4,338.1,1.9,6.7,63.4,Expert,Afternoon,Cognitive,84.1
19.4,23.6,53.1,20.6,286.9,6.6,8.1,,Beginner,Morning,Analytical,79.3
22.2,34.7,65.9,14.6,281.1,5.5,6.1,,Beginner,Morning,Cognitive,73.9
11.7,22.6,60.0,14.3,345.6,3.5,8.2,50.2,Expert,Morning,Creative,100.0
7.6,31.6,50.3,19.7,328.5,4.7,5.8,77.7,Expert,Afternoon,Cognitive,81.3
17.6,28.8,73.9,14.9,263.8,2.1,7.3,-2.6,Intermediate,Afternoon,Creative,92.6
14.0,30.6,74.2,14.8,376.2,-0.9,7.3,150.7,Intermediate,Morning,Creative,82.8
9.5,27.6,62.9,17.1,345.3,4.2,5.4,,Beginner,Morning,Creative,86.0
14.7,27.5,57.6,15.5,219.3,1.3,6.1,150.1,Beginner,Morning,Creative,77.6
17.9,30.9,,15.1,304.8,3.5,3.7,154.2,Intermediate,Afternoon,Analytical,74.5
14.4,24.0,70.7,13.9,338.7,4.8,6.4,174.6,Beginner,Afternoon,Creative,82.7
,24.0,68.2,20.1,314.4,0.1,8.7,142.1,Intermediate,Afternoon,Analytical,82.3
14.1,27.8,51.9,15.5,153.8,4.4,10.0,29.4,Beginner,Afternoon,Analytical,95.0
14.9,27.6,53.1,14.3,323.2,5.7,9.2,112.1,Expert,Evening,Cognitive,83.4
7.3,24.0,64.6,15.1,357.9,-0.2,6.4,131.8,Expert,Morning,Cognitive,91.9
14.4,35.5,48.2,17.1,315.9,5.4,7.0,152.0,Intermediate,Afternoon,Creative,68.2
9.6,28.0,53.7,20.4,322.8,7.8,6.9,154.2,Intermediate,Afternoon,Cognitive,72.8
17.6,28.6,49.6,15.5,371.0,3.5,6.7,,Beginner,Afternoon,Creative,69.4
8.8,22.0,49.9,13.4,240.8,5.5,8.5,113.5,Expert,Evening,Cognitive,90.6
19.1,42.4,52.8,21.8,356.8,2.0,6.2,114.1,Intermediate,Afternoon,Creative,64.8
13.4,44.6,69.1,16.4,337.0,5.8,9.2,44.0,Beginner,Afternoon,Cognitive,73.6
12.8,25.3,42.5,15.7,238.8,5.0,,62.0,Expert,Morning,Cognitive,86.1
16.2,37.4,64.3,16.2,354.9,4.4,,115.7,Expert,Afternoon,Analytical,90.6
11.5,29.4,62.6,12.3,410.3,4.3,6.9,69.7,Expert,Morning,Cognitive,80.4
16.1,39.6,69.7,15.9,336.7,4.8,7.7,32.2,Intermediate,Morning,Cognitive,78.3
12.1,32.0,62.6,18.3,347.7,3.9,8.5,28.9,Intermediate,Afternoon,Creative,82.7
,30.6,56.2,19.7,266.7,2.1,8.1,161.7,Intermediate,Afternoon,Analytical,88.2
16.6,15.0,51.8,14.9,289.1,3.7,6.5,141.3,Expert,Morning,Creative,70.5
10.4,24.7,69.9,16.6,269.1,3.9,6.2,128.9,Expert,Afternoon,Cognitive,84.4
9.9,30.1,,19.7,339.8,1.7,9.6,100.4,Beginner,Afternoon,Creative,73.3
16.0,31.2,,16.1,294.1,3.8,7.0,85.1,Beginner,Morning,Analytical,78.3
14.9,22.7,69.1,18.2,291.0,3.9,5.3,-1.0,Beginner,Afternoon,Creative,72.5
15.7,25.6,,17.3,355.2,3.0,6.1,155.6,Expert,Afternoon,Cognitive,88.8
16.3,33.3,60.0,14.0,403.5,4.7,4.1,95.6,Expert,Afternoon,Creative,70.2
15.2,21.7,54.0,13.3,315.6,5.2,4.6,157.3,Beginner,Afternoon,Cognitive,80.5
17.4,30.8,65.3,19.2,241.3,2.7,6.2,63.7,Intermediate,Morning,Analytical,89.3
15.4,37.4,50.1,8.0,322.0,4.3,5.8,218.9,Beginner,Afternoon,Analytical,74.9
7.0,32.3,57.0,14.0,329.6,5.8,6.0,131.2,Expert,Evening,Creative,78.6
8.0,32.0,53.5,11.8,361.6,2.0,8.2,112.7,Expert,Afternoon,Analytical,87.7
22.7,17.9,62.6,19.2,303.8,0.7,8.3,58.8,Expert,Morning,Creative,85.0
15.0,25.1,63.9,20.1,364.1,2.1,5.3,129.9,Intermediate,Afternoon,Cognitive,85.7
18.8,42.3,,13.8,356.4,5.1,9.8,157.0,Intermediate,Evening,Creative,73.3
13.6,26.4,64.1,24.3,305.1,3.1,7.2,-14.5,Beginner,Morning,Cognitive,83.8
14.8,37.6,,20.1,361.0,1.5,7.0,111.9,Beginner,Evening,Analytical,70.9
13.2,26.3,,16.6,366.5,6.5,,112.9,Expert,Evening,Cognitive,85.2
24.9,28.3,54.9,20.5,265.4,1.6,6.5,147.1,Expert,Morning,Cognitive,86.0
16.0,33.1,70.5,14.1,368.0,3.7,10.0,19.4,Expert,Evening,Cognitive,84.4
12.9,30.6,62.0,15.2,314.0,5.5,5.4,,Expert,Afternoon,Cognitive,81.8
8.4,32.3,62.4,17.4,307.6,5.3,7.4,164.2,Intermediate,Evening,Cognitive,66.4
22.9,25.1,48.3,13.9,314.6,4.8,6.2,166.5,Intermediate,Afternoon,Creative,64.2
14.3,23.2,68.4,12.1,382.1,2.7,4.3,80.3,Expert,Afternoon,Cognitive,82.5
,24.7,,13.2,381.9,5.1,4.7,187.3,Expert,Afternoon,Cognitive,79.3
18.4,26.8,64.7,15.4,343.8,4.0,7.9,71.2,Beginner,Evening,Cognitive,81.6
13.1,28.6,59.1,17.4,333.5,4.8,4.4,-6.8,Intermediate,Morning,Cognitive,86.4
17.7,36.2,61.3,15.0,314.8,6.7,5.1,138.7,Beginner,Afternoon,Cognitive,67.1
12.6,30.5,51.1,11.1,454.9,1.6,8.2,116.3,Expert,Morning,Cognitive,84.3
11.0,32.9,58.5,17.4,285.8,4.8,8.1,193.2,Intermediate,Morning,Analytical,79.1
19.7,30.8,55.8,19.8,297.6,4.3,7.1,57.9,Beginner,Morning,Creative,79.7
14.4,23.3,52.9,14.0,335.1,5.9,5.2,99.3,Intermediate,Afternoon,Cognitive,73.2
17.1,30.1,61.3,21.0,274.7,7.6,5.2,93.9,Intermediate,Morning,Creative,78.0
16.6,30.8,63.6,18.6,372.4,7.5,5.0,,Beginner,Morning,Analytical,75.1
17.6,34.6,62.5,12.8,246.4,5.7,6.8,54.9,Beginner,Morning,Analytical,81.1
8.8,23.6,59.0,14.1,284.3,2.8,8.0,196.4,Intermediate,Morning,Cognitive,88.8
12.7,17.8,64.1,15.1,299.9,3.2,6.4,75.9,Intermediate,Afternoon,Creative,74.0
13.7,31.1,62.4,15.4,269.8,5.4,8.3,93.4,Intermediate,Evening,Cognitive,80.2
11.7,32.1,61.0,8.7,372.0,1.4,9.4,122.5,Intermediate,Morning,Analytical,82.2
